id,case_number,date,iucr,primary_type,fbi_code,fbi_description,address
11264943,JB197066,2018-03-22T22:30:00Z,0320,ROBBERY,03,Robbery (index),"034XX W ROOSEVELT RD, CHICAGO IL"
10896873,JA207706,2017-03-31T23:00:00Z,0496,BATTERY,04B,Aggravated Battery (index),"073XX S STONY ISLAND AVE, CHICAGO IL"
12859769,JF435287,2022-10-14T22:00:00Z,1154,DECEPTIVE PRACTICE,11,Fraud,"029XX N PARKSIDE AVE, CHICAGO IL"
12178983,JD382702,2020-09-29T04:00:00Z,0860,THEFT,06,Larceny (index),"012XX W 59TH ST, CHICAGO IL"
12309556,JE161576,2021-02-20T01:30:00Z,0890,THEFT,06,Larceny (index),"054XX N WINTHROP AVE, CHICAGO IL"
11866368,JC479320,2019-10-20T06:58:00Z,0810,THEFT,06,Larceny (index),"031XX W LOGAN BLVD, CHICAGO IL"
12571364,JE481073,2021-12-16T22:15:00Z,0495,BATTERY,04B,Aggravated Battery (index),"001XX W LAKE ST, CHICAGO IL"
12131334,JD327367,2020-08-07T01:00:00Z,0460,BATTERY,08B,Simple Battery (index),"089XX S UNIVERSITY AVE, CHICAGO IL"
11323606,JB274756,2018-05-23T00:00:00Z,1320,CRIMINAL DAMAGE,14,Vandalism,"052XX W FULTON ST, CHICAGO IL"
12387313,JE256997,2021-06-07T17:45:00Z,1310,CRIMINAL DAMAGE,14,Vandalism,"006XX E 38TH ST, CHICAGO IL"
11574226,JC126023,2019-01-23T00:45:00Z,0860,THEFT,06,Larceny (index),"001XX N MICHIGAN AVE, CHICAGO IL"
11155017,JA519280,2017-11-20T21:30:00Z,0860,THEFT,06,Larceny (index),"017XX W HOWARD ST, CHICAGO IL"
12793863,JF356561,2022-08-14T19:51:00Z,0860,THEFT,06,Larceny (index),"046XX W NORTH AVE, CHICAGO IL"
11341373,JB298344,2018-06-01T19:00:00Z,1153,DECEPTIVE PRACTICE,11,Fraud,"105XX S INDIANA AVE, CHICAGO IL"
12128245,JD323607,2020-08-07T05:01:00Z,0820,THEFT,06,Larceny (index),"047XX S HOYNE AVE, CHICAGO IL"
12269404,JE112417,2021-01-14T16:00:00Z,0486,BATTERY,08B,Simple Battery (index),"065XX S DR MARTIN LUTHER KING JR DR, CHICAGO IL"
11150332,JA513218,2017-11-16T00:04:00Z,1330,CRIMINAL TRESPASS,26,Misc Non-Index Offense,"0000X W 110TH PL, CHICAGO IL"
11904462,JC526539,2019-11-25T04:45:00Z,051A,ASSAULT,04A,Aggravated Assault (index),"043XX W WILCOX ST, CHICAGO IL"
11299374,JB242744,2018-04-29T04:00:00Z,0610,BURGLARY,05,Burglary (index),"100XX S DR MARTIN LUTHER KING JR DR, CHICAGO IL"
12813980,JF380305,2022-08-31T19:15:00Z,1310,CRIMINAL DAMAGE,14,Vandalism,"010XX N PULASKI RD, CHICAGO IL"
12720546,JF264799,2022-05-27T05:00:00Z,1752,OFFENSE INVOLVING CHILDREN,17,Criminal Sexual Abuse,"062XX S JUSTINE ST, CHICAGO IL"
11720154,JC303253,2019-06-12T17:50:00Z,0560,ASSAULT,08A,Simple Assult (index),"005XX W 95TH ST, ELMHURST IL"
11129560,JA485852,2017-10-25T15:00:00Z,0460,BATTERY,08B,Simple Battery (index),"029XX W WASHINGTON BLVD, CHICAGO IL"
11490120,JB493487,2018-10-28T01:00:00Z,1320,CRIMINAL DAMAGE,14,Vandalism,"020XX W JARVIS AVE, CHICAGO IL"
12102308,JD292815,2020-07-10T20:49:00Z,0460,BATTERY,08B,Simple Battery (index),"018XX W PERSHING RD, CHICAGO IL"
11166587,JA534387,2017-12-03T04:00:00Z,0486,BATTERY,08B,Simple Battery (index),"033XX S LEAVITT ST, CHICAGO IL"
12030867,JD209847,2020-04-16T02:26:00Z,0460,BATTERY,08B,Simple Battery (index),"039XX W POLK ST, CHICAGO IL"
10985042,JA310642,2017-06-17T12:00:00Z,0820,THEFT,06,Larceny (index),"064XX N BOSWORTH AVE, CHICAGO IL"
11004086,JA332392,2017-07-02T22:30:00Z,0860,THEFT,06,Larceny (index),"061XX N WESTERN AVE, ELMHURST IL"
11696434,JC274314,2019-05-23T00:20:00Z,051A,ASSAULT,04A,Aggravated Assault (index),"050XX W JACKSON BLVD, CHICAGO IL"
11014487,JA344475,2017-07-12T08:21:00Z,1310,CRIMINAL DAMAGE,14,Vandalism,"072XX S VINCENNES AVE, CHICAGO IL"
11370090,JB336285,2018-07-05T16:00:00Z,0486,BATTERY,08B,Simple Battery (index),"027XX W PERSHING RD, CHICAGO IL"
12241494,JD454754,2020-12-10T01:30:00Z,0560,ASSAULT,08A,Simple Assult (index),"031XX W MADISON ST, ELMHURST IL"
11990500,JD163117,2019-07-20T14:00:00Z,1130,DECEPTIVE PRACTICE,11,Fraud,"021XX W CHURCHILL ST, CHICAGO IL"
11450171,JB440571,2018-09-18T16:15:00Z,0910,MOTOR VEHICLE THEFT,07,Motor Vehicle Theft (index),"062XX N LINCOLN AVE, CHICAGO IL"
11568988,JC118777,2019-01-16T04:40:00Z,1153,DECEPTIVE PRACTICE,11,Fraud,"069XX N WOLCOTT AVE, CHICAGO IL"
11808029,JC409018,2019-08-09T05:00:00Z,0890,THEFT,06,Larceny (index),"004XX E BOWEN AVE, CHICAGO IL"
11555643,JC103433,2018-03-22T18:42:00Z,1153,DECEPTIVE PRACTICE,11,Fraud,"035XX S RHODES AVE, CHICAGO IL"
10920929,JA234483,2017-04-22T13:15:00Z,0910,MOTOR VEHICLE THEFT,07,Motor Vehicle Theft (index),"008XX E 53RD ST, CHICAGO IL"
12624109,JF151709,2022-02-21T22:23:00Z,0486,BATTERY,08B,Simple Battery (index),"0000X E ONTARIO ST, CHICAGO IL"
11488094,JB490550,2018-10-25T20:16:00Z,1330,CRIMINAL TRESPASS,26,Misc Non-Index Offense,"017XX W HOWARD ST, CHICAGO IL"
12246337,JD460523,2020-12-03T06:01:00Z,1154,DECEPTIVE PRACTICE,11,Fraud,"088XX S BENNETT AVE, CHICAGO IL"
11454842,JB446717,2018-09-22T16:00:00Z,0620,BURGLARY,05,Burglary (index),"017XX W 71ST ST, CHICAGO IL"
12189438,JD394846,2020-09-01T14:00:00Z,1152,DECEPTIVE PRACTICE,11,Fraud,"066XX S TALMAN AVE, CHICAGO IL"
10905864,JA218276,2017-04-08T21:00:00Z,0910,MOTOR VEHICLE THEFT,07,Motor Vehicle Theft (index),"010XX N FRANCISCO AVE, CHICAGO IL"
11826333,JC430909,2019-09-13T01:57:00Z,0430,BATTERY,04B,Aggravated Battery (index),"078XX S SOUTH SHORE DR, CHICAGO IL"
11177423,JA548679,2017-12-14T02:00:00Z,0460,BATTERY,08B,Simple Battery (index),"012XX S FAIRFIELD AVE, CICERO IL"
12187677,JD392781,2020-09-12T14:00:00Z,1154,DECEPTIVE PRACTICE,11,Fraud,"011XX S WHIPPLE ST, CHICAGO IL"
12317284,JE171254,2021-03-17T13:30:00Z,0320,ROBBERY,03,Robbery (index),"071XX S LANGLEY AVE, CHICAGO IL"
11795816,JC394153,2019-08-16T01:24:00Z,0610,BURGLARY,05,Burglary (index),"133XX S CARONDOLET AVE, CHICAGO IL"
12514093,JE412269,2021-10-17T05:00:00Z,143A,WEAPONS VIOLATION,15,Weapons Violation,"0000X E PERSHING RD, CHICAGO IL"
10876313,JA185112,2017-03-13T13:00:00Z,2820,OTHER OFFENSE,26,Misc Non-Index Offense,"002XX E 131ST PL, CHICAGO IL"
11684419,JC259799,2019-05-12T11:00:00Z,0560,ASSAULT,08A,Simple Assult (index),"102XX W ZEMKE RD, CHICAGO IL"
11841007,JC448449,2019-09-26T00:27:00Z,0430,BATTERY,04B,Aggravated Battery (index),"013XX N WOLCOTT AVE, CHICAGO IL"
12386456,JE256009,2021-06-06T03:00:00Z,0820,THEFT,06,Larceny (index),"003XX S OAKLEY BLVD, CHICAGO IL"
12053921,JD236188,2020-05-19T02:55:00Z,031A,ROBBERY,03,Robbery (index),"084XX S CRANDON AVE, CHICAGO IL"
11266154,JB198861,2018-02-13T16:41:00Z,0810,THEFT,06,Larceny (index),"0000X W TERMINAL ST, CHICAGO IL"
11857003,JC468073,2019-10-11T03:25:00Z,5111,OTHER OFFENSE,26,Misc Non-Index Offense,"067XX S COTTAGE GROVE AVE, CHICAGO IL"
11905559,JC527822,2019-11-29T00:00:00Z,5000,OTHER OFFENSE,26,Misc Non-Index Offense,"036XX W 55TH PL, CHICAGO IL"
11833260,JC439221,2019-09-19T03:45:00Z,2022,NARCOTICS,18,Drug Abuse,"009XX W GARFIELD BLVD, CHICAGO IL"
11805521,JC406071,2019-08-25T03:06:00Z,0470,PUBLIC PEACE VIOLATION,24,Disorderly Conduct,"086XX S CHAMPLAIN AVE, CHICAGO IL"
11797191,JC395887,2019-08-17T09:00:00Z,0870,THEFT,06,Larceny (index),"003XX E GARFIELD BLVD, CHICAGO IL"
11345330,JB303590,2018-06-12T01:00:00Z,0820,THEFT,06,Larceny (index),"123XX S PRINCETON AVE, CHICAGO IL"
12538248,JE442012,2021-11-12T01:00:00Z,0460,BATTERY,08B,Simple Battery (index),"034XX N HALSTED ST, CHICAGO IL"
11232457,JB154257,2018-02-15T20:00:00Z,0560,ASSAULT,08A,Simple Assult (index),"050XX N KIMBALL AVE, CHICAGO IL"
11843762,JC452054,2019-09-28T21:06:00Z,0460,BATTERY,08B,Simple Battery (index),"063XX S HONORE ST, CHICAGO IL"
12690811,JF232117,2022-05-06T14:20:00Z,0560,ASSAULT,08A,Simple Assult (index),"048XX W WASHINGTON BLVD, CHICAGO IL"
12467610,JE355411,2021-07-09T16:00:00Z,1154,DECEPTIVE PRACTICE,11,Fraud,"003XX W WELLINGTON AVE, CHICAGO IL"
12061825,JD245442,2020-05-28T17:00:00Z,0860,THEFT,06,Larceny (index),"071XX W FOSTER AVE, CHICAGO IL"
12095657,JD284595,2020-07-02T13:00:00Z,1130,DECEPTIVE PRACTICE,11,Fraud,"029XX E 98TH ST, CHICAGO IL"
11837098,JC443708,2019-09-21T05:00:00Z,1150,DECEPTIVE PRACTICE,11,Fraud,"005XX N OGDEN AVE, CHICAGO IL"
11915205,JC538998,2019-12-07T15:00:00Z,1320,CRIMINAL DAMAGE,14,Vandalism,"066XX S SACRAMENTO AVE, CHICAGO IL"
11195044,JB104085,2017-11-02T13:00:00Z,1150,DECEPTIVE PRACTICE,11,Fraud,"048XX W OHIO ST, CHICAGO IL"
12855522,JF430020,2022-10-11T00:00:00Z,0910,MOTOR VEHICLE THEFT,07,Motor Vehicle Theft (index),"041XX N FRANCISCO AVE, CHICAGO IL"
12113833,JD306813,2020-07-23T08:05:00Z,1310,CRIMINAL DAMAGE,14,Vandalism,"122XX S STATE ST, CHICAGO IL"
11425648,JB408012,2018-08-25T16:30:00Z,0560,ASSAULT,08A,Simple Assult (index),"046XX W MONROE ST, CHICAGO IL"
11069261,JA408559,2017-08-28T00:14:00Z,0486,BATTERY,08B,Simple Battery (index),"078XX S CREGIER AVE, CHICAGO IL"
11561088,JC108899,2019-01-08T04:12:00Z,0610,BURGLARY,05,Burglary (index),"049XX S LAFLIN ST, CHICAGO IL"
11072318,JA412388,2017-08-30T22:00:00Z,051A,ASSAULT,04A,Aggravated Assault (index),"064XX S TALMAN AVE, CICERO IL"
12458170,JE343920,2021-08-18T19:37:00Z,0810,THEFT,06,Larceny (index),"053XX S SHORE DR, CHICAGO IL"
12499640,JE393725,2021-09-26T04:25:00Z,1305,CRIMINAL DAMAGE,14,Vandalism,"053XX W BELMONT AVE, CHICAGO IL"
11500476,JB506942,2018-11-06T23:00:00Z,2820,OTHER OFFENSE,26,Misc Non-Index Offense,"049XX N SPAULDING AVE, CHICAGO IL"
12130886,JD326778,2020-08-10T06:45:00Z,0420,BATTERY,04B,Aggravated Battery (index),"008XX N HAMLIN AVE, CHICAGO IL"
11224944,JB144026,2018-01-31T14:00:00Z,0560,ASSAULT,08A,Simple Assult (index),"032XX W ADAMS ST, CHICAGO IL"
12412348,JE287971,2021-07-03T05:00:00Z,0460,BATTERY,08B,Simple Battery (index),"052XX W FULLERTON AVE, CHICAGO IL"
12916007,JF502381,2022-12-07T17:12:00Z,1570,SEX OFFENSE,17,Criminal Sexual Abuse,"063XX N BROADWAY, CHICAGO IL"
11354594,JB315606,2018-06-20T21:45:00Z,0486,BATTERY,08B,Simple Battery (index),"093XX S RHODES AVE, CHICAGO IL"
12288743,JE136216,2021-02-06T15:00:00Z,1130,DECEPTIVE PRACTICE,11,Fraud,"062XX S MAYFIELD AVE, CHICAGO IL"
11164738,JA531922,2017-12-01T01:30:00Z,0810,THEFT,06,Larceny (index),"070XX N WOLCOTT AVE, CHICAGO IL"
10887659,JA197392,2017-03-23T18:00:00Z,0484,BATTERY,08B,Simple Battery (index),"0000X N HERMITAGE AVE, CHICAGO IL"
11062753,JA400756,2017-08-21T23:55:00Z,0486,BATTERY,08B,Simple Battery (index),"075XX S CHAPPEL AVE, CHICAGO IL"
11387259,JB358774,2018-07-21T12:30:00Z,1350,CRIMINAL TRESPASS,26,Misc Non-Index Offense,"0000X W TERMINAL ST, CHICAGO IL"
12581045,JE493442,2021-12-31T04:40:00Z,0420,BATTERY,04B,Aggravated Battery (index),"016XX S RIDGEWAY AVE, CHICAGO IL"
12115579,JD308796,2020-07-21T09:00:00Z,0620,BURGLARY,05,Burglary (index),"077XX S PHILLIPS AVE, CHICAGO IL"
12800936,JF364917,2022-08-19T23:00:00Z,0910,MOTOR VEHICLE THEFT,07,Motor Vehicle Theft (index),"060XX S DR MARTIN LUTHER KING JR DR, CHICAGO IL"
11500938,JB507336,2018-11-07T21:00:00Z,031A,ROBBERY,03,Robbery (index),"039XX W ROOSEVELT RD, CHICAGO IL"
11896721,JC516771,2019-11-19T23:51:00Z,1345,CRIMINAL DAMAGE,14,Vandalism,"102XX S MICHIGAN AVE, CHICAGO IL"
12738317,JF289778,2022-06-22T10:00:00Z,1310,CRIMINAL DAMAGE,14,Vandalism,"092XX S NORMAL AVE, CHICAGO IL"
12186292,JD391198,2020-10-06T23:30:00Z,0486,BATTERY,08B,Simple Battery (index),"102XX S AVENUE N, CHICAGO IL"
12190053,JD395572,2020-10-11T05:30:00Z,1310,CRIMINAL DAMAGE,14,Vandalism,"002XX S MICHIGAN AVE, CHICAGO IL"
12106324,JD297726,2020-07-15T01:00:00Z,0890,THEFT,06,Larceny (index),"050XX N SHERIDAN RD, CHICAGO IL"
11457200,JB449860,2018-09-24T22:45:00Z,0820,THEFT,06,Larceny (index),"054XX N MAGNOLIA AVE, CHICAGO IL"
11061697,JA399805,2017-08-21T01:00:00Z,2820,OTHER OFFENSE,26,Misc Non-Index Offense,"062XX S MICHIGAN AVE, CHICAGO IL"
12790631,JF352212,2022-08-10T23:30:00Z,0810,THEFT,06,Larceny (index),"017XX W NORTH AVE, CHICAGO IL"
11512789,JB523302,2018-11-20T23:21:00Z,0820,THEFT,06,Larceny (index),"033XX W DIVERSEY AVE, CHICAGO IL"
11543479,JB563556,2018-12-14T18:00:00Z,0820,THEFT,06,Larceny (index),"040XX N AVERS AVE, CHICAGO IL"
11292780,JB933985,2018-04-22T22:00:00Z,0460,BATTERY,08B,Simple Battery (index),"023XX W TOUHY AVE, CHICAGO IL"
12832338,JF402514,2022-09-03T17:14:00Z,0810,THEFT,06,Larceny (index),"014XX W 21ST ST, CHICAGO IL"
10879650,JA188931,2017-03-11T18:00:00Z,1310,CRIMINAL DAMAGE,14,Vandalism,"091XX S HARPER AVE, CHICAGO IL"
12724240,JF272806,2022-06-09T03:25:00Z,0610,BURGLARY,05,Burglary (index),"047XX S VINCENNES AVE, CHICAGO IL"
12156670,JD356976,2020-09-05T07:42:00Z,2825,OTHER OFFENSE,26,Misc Non-Index Offense,"015XX N KOSTNER AVE, CHICAGO IL"
11319929,JB269817,2018-05-18T15:00:00Z,0810,THEFT,06,Larceny (index),"042XX W THOMAS ST, CHICAGO IL"
12431170,JE310794,2021-07-23T04:00:00Z,0486,BATTERY,08B,Simple Battery (index),"062XX W DIVERSEY AVE, CHICAGO IL"
11995139,JD168788,2020-02-29T10:10:00Z,0486,BATTERY,08B,Simple Battery (index),"079XX S MARSHFIELD AVE, CHICAGO IL"
12904465,JF488660,2022-11-27T01:34:00Z,0920,MOTOR VEHICLE THEFT,07,Motor Vehicle Theft (index),"022XX S STATE ST, CHICAGO IL"
12119698,JD313570,2020-07-29T05:56:00Z,0486,BATTERY,08B,Simple Battery (index),"019XX W 103RD ST, CHICAGO IL"
10871600,JA179402,2017-03-08T16:35:00Z,2024,NARCOTICS,18,Drug Abuse,"037XX W DIVISION ST, CHICAGO IL"
11086594,JA430015,2017-09-01T13:00:00Z,0620,BURGLARY,05,Burglary (index),"045XX S LAKE PARK AVE, CHICAGO IL"
10895728,JA206352,2017-03-30T21:48:00Z,0860,THEFT,06,Larceny (index),"006XX W ROOSEVELT RD, CHICAGO IL"
11975602,JD144814,2020-02-08T19:00:00Z,051A,ASSAULT,04A,Aggravated Assault (index),"001XX S STATE ST, CHICAGO IL"
11687796,JC263959,2019-05-08T01:53:00Z,0810,THEFT,06,Larceny (index),"025XX W HARRISON ST, CHICAGO IL"
11746521,JC330996,2019-07-02T04:41:00Z,2826,OTHER OFFENSE,26,Misc Non-Index Offense,"078XX S WOLCOTT AVE, CHICAGO IL"
10876318,JA185134,2017-03-13T12:54:00Z,0484,BATTERY,08B,Simple Battery (index),"010XX N FRANCISCO AVE, CHICAGO IL"
10867573,JA173933,2017-03-03T17:55:00Z,0560,ASSAULT,08A,Simple Assult (index),"052XX S WENTWORTH AVE, CHICAGO IL"
11187313,JA562389,2017-12-25T12:40:00Z,1310,CRIMINAL DAMAGE,14,Vandalism,"017XX N KEYSTONE AVE, CHICAGO IL"
11717290,JC299721,2019-06-10T07:18:00Z,0910,MOTOR VEHICLE THEFT,07,Motor Vehicle Theft (index),"027XX S KOLIN AVE, CHICAGO IL"
12640967,JF172387,2022-03-12T23:00:00Z,1320,CRIMINAL DAMAGE,14,Vandalism,"013XX W WASHINGTON BLVD, CHICAGO IL"
11854361,JC464882,2019-10-08T18:15:00Z,1150,DECEPTIVE PRACTICE,11,Fraud,"001XX W KINZIE ST, CHICAGO IL"
11537546,JB556402,2018-12-15T21:00:00Z,0820,THEFT,06,Larceny (index),"021XX N STOCKTON DR, CHICAGO IL"
12493692,JE387286,2021-09-26T00:41:00Z,051A,ASSAULT,04A,Aggravated Assault (index),"059XX W NORTH AVE, CHICAGO IL"
12778861,JF338920,2022-06-15T19:30:00Z,0890,THEFT,06,Larceny (index),"083XX S BRANDON AVE, CHICAGO IL"
10873330,JA177052,2017-03-02T13:49:00Z,2826,OTHER OFFENSE,26,Misc Non-Index Offense,"009XX S MICHIGAN AVE, CHICAGO IL"
11015243,JA344873,2017-07-04T05:01:00Z,1154,DECEPTIVE PRACTICE,11,Fraud,"087XX S NORMAL AVE, CHICAGO IL"
11242470,JB167744,2018-02-28T00:19:00Z,1330,CRIMINAL TRESPASS,26,Misc Non-Index Offense,"0000X W 95TH ST, CHICAGO IL"
12831458,JF401262,2022-09-18T23:36:00Z,0560,ASSAULT,08A,Simple Assult (index),"009XX E 81ST ST, CHICAGO IL"
12490726,JE383518,2021-09-22T20:30:00Z,0320,ROBBERY,03,Robbery (index),"015XX W 87TH ST, SKOIE IL"
10970985,JA294817,2017-05-08T19:10:00Z,0820,THEFT,06,Larceny (index),"052XX W MADISON ST, CHICAGO IL"
10888613,JA198547,2017-03-24T13:00:00Z,1320,CRIMINAL DAMAGE,14,Vandalism,"021XX S KEDZIE AVE, CHICAGO IL"
11438922,JB425573,2018-09-07T06:30:00Z,0460,BATTERY,08B,Simple Battery (index),"001XX W 75TH ST, CHICAGO IL"
12561553,JE467607,2021-04-07T13:02:00Z,0486,BATTERY,08B,Simple Battery (index),"021XX S INDIANA AVE, SKOIE IL"
11630903,JC195028,2019-03-22T14:04:00Z,2024,NARCOTICS,18,Drug Abuse,"031XX W ARTHINGTON ST, CHICAGO IL"
12512812,JE409438,2021-10-14T17:43:00Z,0420,BATTERY,04B,Aggravated Battery (index),"005XX N HALSTED ST, CHICAGO IL"
12564681,JE473933,2021-12-11T20:30:00Z,1320,CRIMINAL DAMAGE,14,Vandalism,"064XX N RIDGE BLVD, CICERO IL"
12548945,JE454851,2021-11-21T06:05:00Z,0810,THEFT,06,Larceny (index),"020XX W JARVIS AVE, CHICAGO IL"
12013737,JD190947,2020-03-20T00:00:00Z,031A,ROBBERY,03,Robbery (index),"067XX S CORNELL AVE, SKOIE IL"
11593095,JC149104,2019-02-12T06:25:00Z,0460,BATTERY,08B,Simple Battery (index),"032XX W HURON ST, CHICAGO IL"
12994571,JG166860,2022-12-01T06:00:00Z,2820,OTHER OFFENSE,08A,Simple Assult (index),"051XX S SAWYER AVE, CHICAGO IL"
12918167,JF504694,2022-12-10T05:15:00Z,041A,BATTERY,04B,Aggravated Battery (index),"013XX W 80TH ST, CHICAGO IL"
12835406,JF405789,2022-05-19T14:00:00Z,0486,BATTERY,08B,Simple Battery (index),"081XX S VINCENNES AVE, CHICAGO IL"
11348082,JB307237,2018-06-15T00:55:00Z,2022,NARCOTICS,18,Drug Abuse,"025XX W CORTEZ ST, CHICAGO IL"
11623779,JC171174,2019-03-02T17:22:00Z,2017,NARCOTICS,18,Drug Abuse,"008XX E 79TH ST, CHICAGO IL"
12679331,JF218329,2022-04-02T13:00:00Z,1110,DECEPTIVE PRACTICE,11,Fraud,"005XX W WRIGHTWOOD AVE, CHICAGO IL"
10986203,JA312482,2017-06-18T21:00:00Z,1310,CRIMINAL DAMAGE,14,Vandalism,"035XX W BELLE PLAINE AVE, CHICAGO IL"
12594909,JF115635,2022-01-17T00:00:00Z,0820,THEFT,06,Larceny (index),"017XX W TOUHY AVE, CHICAGO IL"
12019373,JD197075,2020-03-28T23:37:00Z,0486,BATTERY,08B,Simple Battery (index),"028XX N RIDGEWAY AVE, CHICAGO IL"
11053476,JA390144,2017-08-14T07:25:00Z,1320,CRIMINAL DAMAGE,14,Vandalism,"087XX S BALTIMORE AVE, CHICAGO IL"
12090178,JD278421,2020-06-28T01:00:00Z,2022,NARCOTICS,18,Drug Abuse,"058XX S TRUMBULL AVE, CHICAGO IL"
12558686,JE466664,2018-06-01T05:00:00Z,1154,DECEPTIVE PRACTICE,11,Fraud,"039XX N LAKE SHORE DR, CHICAGO IL"
11586651,JC141380,2019-02-05T12:00:00Z,1320,CRIMINAL DAMAGE,14,Vandalism,"062XX S CLAREMONT AVE, CHICAGO IL"
12207570,JD415892,2020-10-30T23:58:00Z,1477,WEAPONS VIOLATION,15,Weapons Violation,"063XX S CALUMET AVE, CHICAGO IL"
11040394,JA374907,2017-08-03T03:35:00Z,1320,CRIMINAL DAMAGE,14,Vandalism,"048XX S WOLCOTT AVE, CHICAGO IL"
12303465,JE154842,2021-02-27T08:00:00Z,0820,THEFT,06,Larceny (index),"013XX N MILWAUKEE AVE, CHICAGO IL"
12686296,JF226664,2022-04-26T05:00:00Z,1153,DECEPTIVE PRACTICE,11,Fraud,"075XX S MICHIGAN AVE, CHICAGO IL"
11583778,JC138075,2018-12-05T22:45:00Z,1365,CRIMINAL TRESPASS,26,Misc Non-Index Offense,"018XX N MILWAUKEE AVE, CHICAGO IL"
11557239,JC105503,2019-01-05T02:00:00Z,0560,ASSAULT,08A,Simple Assult (index),"062XX S SANGAMON ST, CHICAGO IL"
11462560,JB456893,2018-09-21T17:39:00Z,0910,MOTOR VEHICLE THEFT,07,Motor Vehicle Theft (index),"010XX W CARROLL AVE, CHICAGO IL"
11571266,JC121098,2019-01-18T09:53:00Z,0486,BATTERY,08B,Simple Battery (index),"035XX W CONGRESS PKWY, CHICAGO IL"
11065452,JA403986,2017-08-23T06:00:00Z,0610,BURGLARY,05,Burglary (index),"007XX W FULTON MARKET, CHICAGO IL"
12708540,JF251677,2022-05-22T02:00:00Z,1310,CRIMINAL DAMAGE,14,Vandalism,"122XX S CARPENTER ST, CHICAGO IL"
12634646,JF164718,2022-03-06T06:20:00Z,0486,BATTERY,08B,Simple Battery (index),"031XX W 64TH ST, CHICAGO IL"
12173116,JD375410,2019-04-22T16:15:00Z,1153,DECEPTIVE PRACTICE,11,Fraud,"003XX E OHIO ST, CHICAGO IL"
12433728,JE314176,2021-07-26T03:03:00Z,1477,WEAPONS VIOLATION,15,Weapons Violation,"001XX W 75TH ST, CHICAGO IL"
11342315,JB299536,2018-06-09T16:00:00Z,1330,CRIMINAL TRESPASS,26,Misc Non-Index Offense,"016XX W 59TH ST, CHICAGO IL"
12642863,JF118895,2022-01-20T19:20:00Z,2024,NARCOTICS,18,Drug Abuse,"008XX W MARQUETTE RD, CHICAGO IL"
12646709,JF179068,2022-03-19T13:00:00Z,0460,BATTERY,08B,Simple Battery (index),"052XX W DIVISION ST, CHICAGO IL"
11666745,JC238328,2019-04-25T23:48:00Z,0890,THEFT,06,Larceny (index),"001XX W 87TH ST, CHICAGO IL"
11578444,JC130652,2019-01-26T21:48:00Z,0810,THEFT,06,Larceny (index),"0000X W 35TH ST, CHICAGO IL"
12918430,JF505267,2022-12-10T18:00:00Z,0820,THEFT,06,Larceny (index),"040XX W CULLOM AVE, CHICAGO IL"
12855196,JF429666,2022-10-10T13:00:00Z,0920,MOTOR VEHICLE THEFT,07,Motor Vehicle Theft (index),"0000X E ADAMS ST, CHICAGO IL"
11234011,JB156682,2018-02-18T05:30:00Z,0820,THEFT,06,Larceny (index),"036XX W CORNELIA AVE, ELMHURST IL"
12291477,JE139605,2021-02-12T13:00:00Z,0560,ASSAULT,08A,Simple Assult (index),"081XX S WOODLAWN AVE, CHICAGO IL"
12859130,JF434526,2022-10-14T04:00:00Z,0810,THEFT,06,Larceny (index),"054XX W MONROE ST, CHICAGO IL"
10991950,JA318800,2017-06-23T00:05:00Z,0820,THEFT,06,Larceny (index),"006XX N WABASH AVE, CHICAGO IL"
11439580,JB426551,2018-09-06T21:00:00Z,1156,DECEPTIVE PRACTICE,11,Fraud,"066XX S HARTWELL AVE, CHICAGO IL"
11271238,JB205254,2018-03-30T17:57:00Z,1130,DECEPTIVE PRACTICE,11,Fraud,"029XX N SHEFFIELD AVE, CHICAGO IL"
12659568,JF194499,2022-04-02T01:00:00Z,0820,THEFT,06,Larceny (index),"076XX S CHAMPLAIN AVE, CHICAGO IL"
11392741,JB365678,2018-07-26T12:48:00Z,502R,OTHER OFFENSE,26,Misc Non-Index Offense,"003XX S PULASKI RD, CHICAGO IL"
11196119,JB105430,2018-01-05T19:20:00Z,2093,NARCOTICS,18,Drug Abuse,"049XX N ELSTON AVE, CHICAGO IL"
11778188,JC373278,2019-08-01T04:58:00Z,143A,WEAPONS VIOLATION,15,Weapons Violation,"005XX W 79TH ST, CHICAGO IL"
11685051,JC260655,2019-05-13T03:57:00Z,0486,BATTERY,08B,Simple Battery (index),"059XX S MOZART ST, CHICAGO IL"
11707169,JC287402,2019-06-01T11:35:00Z,143C,WEAPONS VIOLATION,15,Weapons Violation,"039XX W JACKSON BLVD, CHICAGO IL"
12440221,JE322070,2021-08-01T16:33:00Z,0560,ASSAULT,08A,Simple Assult (index),"005XX W MADISON ST, CHICAGO IL"
11897552,JC517774,2019-10-21T18:00:00Z,2820,OTHER OFFENSE,08A,Simple Assult (index),"039XX W PETERSON AVE, CHICAGO IL"
11129189,JA485079,2017-10-25T13:40:00Z,0484,BATTERY,08B,Simple Battery (index),"045XX S KEDZIE AVE, CHICAGO IL"
11082707,JA425360,2017-09-10T03:37:00Z,143A,WEAPONS VIOLATION,15,Weapons Violation,"008XX N LECLAIRE AVE, CHICAGO IL"
